Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
大运 劲彪,,Dayun,", street car,",,,single cylinder four stroke air-cooled  150cc,11.0,8.1/7500,,-,None,-,2070x775x1100,,150,0,,-,,-,,
大运 远航太子150-4KF,,Dayun,", street car,",,,single cylinder four stroke  150cc,11.0,8.1/,,-,None,-,2030x730x1120,,,0,90,-,,-,,
大运 DY500-6F,10800,Dayun,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  150cc,11.0,8.1/7500,,international 5-speed,none,-,2230x840x1190,720,157,14,90,2.5,,500,,
大运 DY 150-5 DF,,Dayun,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,international 6-speed,standard,-,,,,0,,-,,-,,
大运 劲动 DY 150-22 AF,7580,Dayun,", street car,",,,single cylinder air-cooled  150cc,,,,-,None,without,,,,0,,-,,-,,
大运 骐爽DY125-20,9380,Dayun,", street car,",,,single cylinder four stroke air-cooled  150cc,11.6,8.5/7500,,-,None,-,2040x780x1070,770,148,14,90,-,,-,,
长江 Bobbie Ⅲ 450S,6980,Dayun,bending beam,,,single cylinder air-cooled  125cc,8.2,6/5000,,-,None,-,1925x700x1120,760,105,0,85,1.22,,-,,
长江 Bobbie III 700i,38888,Changjiang,Three Wheel,Domestic,Luoyang Changjiang Technology Co.,inline dual cylinder four stroke water-cooled  450cc,50.3,37/9500,,forward 4th gear+reverse gear,,-,2250x1710x1070,760,306,15,130,-,,-,,
长江 Bobbie 650 III,47777,Changjiang,Three Wheel,Domestic,,inline dual cylinder four stroke water-cooled  700cc,74.8,55/8500,,forward 4th gear+reverse gear,none,no,2260x1730x1065,760,330,15,118,-,,-,,
长江 700Ⅲ,55800,Changjiang,Three Wheel,Domestic,,inline dual cylinder four stroke water-cooled  650cc,61.2,45/8750,,international 6-speed,none,standard,2245x1750x1040,760,340,15,,-,,-,,"matte black, gray"
长江 V750 Deffender,58888,Changjiang,Three Wheel,Domestic,,inline dual cylinder four stroke water-cooled  700cc,74.8,55/8500,,forward 4th gear+reverse gear,,-,2470x1660x1210,850,375,20,118,-,,-,,
长江 CJ 650B,77777,Changjiang,Three Wheel,Domestic,Luoyang Changjiang Technology Co.,"V-type twin cylinder four stroke air-cooled, 750cc",51.7,38/6300,,-,standard,-,2260x1740x1370,,409,23,120,-,,-,,"Desert Yellow, Pangu Green, Le Mans Grey, Soul White"
长江 Bobbie 400 III,65800,Changjiang,Three Wheel,Domestic,,inline dual cylinder four stroke water-cooled  650cc,70.7,52/8500,,international 6-speed,,-,2235x1655x1070,780,365,22,109,-,,-,,
长江 Bobbie 400 II,44300,Changjiang,Three Wheel,Domestic,Luoyang Shengjiang Hongqiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  400cc,41.5,30.5/9500,,forward 4th gear+reverse gear,standard,-,2245x1750x1040,760,340,15,106,-,,-,,
长江 Bobbie Ⅱ 450S,Currently no quotation available,Changjiang,Cruising Crown Prince,Domestic,Luoyang Shengjiang Hongqiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  400cc,41.5,30.5/,,international 6-speed,standard,-,2245x880x1040,,215,0,106,-,,-,,
长江 Bobbie ll 700i,32980,Changjiang,Cruising Crown Prince,Domestic,Luoyang Changjiang Technology Co.,inline dual cylinder four stroke water-cooled  450cc,50.3,37/9500,,international 6-speed,standard,-,2240x820x1065,,200,0,130,-,,-,,"Space Green, Space Silver, Collins Grey, Bright Black"
长江 CJ 650 两轮版,39880,Changjiang,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  700cc,74.8,55/8500,,-,,-,,,,20,,-,,-,,
启典 KD150-C,39800,Changjiang,Retro,Domestic,,inline dual cylinder four stroke water-cooled  650cc,61.2,45/8500,,international 6-speed,standard,-,,780,,20,,-,,-,,
启典 KD250-Z,,Launch,Cruising Crown Prince,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,19.0,14/9250,,international 6-speed,standard,-,2100x845x1120,700,148,16.5,,1.8,,-,,"laser yellow, ruby red, matte black, matte navy, matte silver"
启典 KD150-U,9799,Launch,", street car,",,,single cylinder four stroke air-cooled  250cc,16.9,12.5/7500,,international 6-speed,none,standard,1969x771x1110,775,140,18,120,2.5,,-,,
启典 KD150-Z,,Launch,", street car,",,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,19.0,14/9250,,international 6-speed,standard,-,1990x845x1105,745,152,12.5,113,1.8,,-,,"matte blue orange, extra black yellow"
启典 KD200-U,,Launch,", street car,",,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,19.0,14/9250,,international 6-speed,standard,-,2055x790x1105,770,152,17,,1.8,,-,,"dark gray, bright black, dark gray, sparkling blue"
启典 KD200-Z,14300,Launch,", street car,",,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  200cc,21.9,16.1/9000,,international 6-speed,standard,-,1980x825x1070,745,152,12.5,114,2.3,,-,,"matte black, matte silver"
启典 KD250-V,14300,Launch,", street car,",,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  200cc,21.9,16.1/9000,,international 6-speed,standard,-,2055x790x1105,770,152,17,114,2.3,,730,,"dark gray, bright silver"
启典 KD150-G,9599,Qidian,Retro,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke air-cooled  250cc,17.0,12.5/7500,,international 6-speed,none,standard,2044x737x1126,778,138,20,120,2.4,,-,,
启典 KD200-G,,Launch,Retro,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,19.0,14/9250,,international 6-speed,standard,-,1970x870x1105,770,152,17,,1.8,,-,,"matte black orange, matte antique blue, black gray"
启典 KD150-K,15300,Launch,Retro,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  200cc,21.9,16.1/9000,,international 6-speed,standard,-,1970x870x1105,770,152,17,114,2.3,,730,,"black gray, silver yellow, black orange"
启典 KD150-F,6399,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,2014x750x1110,760,113,17,125,2.2,,-,,
启典 KD150-V,6699,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,,795,125,18,125,2.2,,-,,
启典 KD150-H,6799,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,2044x737x1126,778,140,20,125,2.2,,-,,
启典 KD150-L,6799,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,1967x782x1082,795,125,18,125,2.2,,-,,
启典 KD150-J,7199,Qidian,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international gear,none,-,1930x766x1296,775,125,16,125,-,,-,,
,,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,1976x783x1105,796,125,13.5,125,-,,-,,
诺马 魅影 255S,,Launch,", street car,",,,single cylinder four stroke air-cooled  150cc,13.6,10/9000,,international 5-speed,none,-,1991x750x1110,760,125,18,125,2.2,,-,,
诺马 极影325S,17980,Noma,", sports car,",,,inline dual cylinder four stroke water-cooled  250cc,31.3,23/9000,,international 6-speed,standard,-,2070x755x1085,780,175,15,148,3.3,,-,,"White, Black Gold, Red, Grey, Dream Horse Blue"
诺马 刀风 255S,17980,Noma,", sports car,",,Changzhou Shanqi Motorcycle Co.,inline dual cylinder four stroke water-cooled  325cc,39.0,28.7/10500,,international 6-speed,standard,-,1975x740x1100,770,151,0,170,3.5,,300,,
诺马 刀风 400,19999,Noma,", sports car,",,,inline dual cylinder four stroke water-cooled  250cc,29.9,22/9000,,international 6-speed,standard,without,2060x730x1170,800,175,15,150,-,,-,,"yellow, red, gray, orange"
诺马 刀风 300,25800,Noma,", sports car,",,Jiangsu Guowei Motorcycle Co.,inline dual cylinder four stroke water-cooled  400cc,38.7,28.5/10000,,international 6-speed,standard,without,2080x730x1170,780,175,14.5,175,4.5,,300,,
诺马 H6,20800,Noma,", sports car,",,,inline dual cylinder four stroke water-cooled  300cc,31.3,23/9000,,international 6-speed,standard,-,2060x730x1170,780,175,14,,-,,-,,
诺马 Racing 655,13800,Noma,", sports car,",,,inline dual cylinder four stroke water-cooled  400cc,,,,international 6-speed,none,-,2050x730x1105,780,162,17,,-,,-,,
诺马 朱雀,Currently no quotation available,Noma,", sports car,",,,,,,,-,,-,,,,0,,-,,-,,
诺马 幻影 255S,16980,Noma,pedal,,Changzhou Shanqi Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.8,11.6/8500,,CVT continuously variable transmission automatic transmission,standard,-,2050x810x1160,760,145,9,105,3,,260,for,"white, yellow, green, blue, black"
诺马 天蝎500,16580,Noma,", street car,",,,inline dual cylinder four stroke water-cooled  250cc,29.9,22/9000,,international 6-speed,standard,without,2050x810x1300,800,166,15,151,-,,-,,"black green, white"
诺马 旅行者 255GT,25999,Noma,", street car,",,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,-,2160x780x1110,790,195,18,173,-,,-,,
诺马 500ADV,19980,Noma,,,Jiangsu Guowei Motorcycle Co.,inline dual cylinder four stroke water-cooled  250cc,29.9,22/9000,,international 6-speed,standard,without,213x80x1320,830,177,17,151,-,,-,,Black and Red
诺马 台风太子,29980,Noma,tension,,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,without,2150x870x1480,800,196,18,150,-,,-,,"Red, Black Orange, Blue Black"
诺马 御255S,15800,Noma,Cruising Crown Prince,Domestic,,", 300cc",18.4,13.5/8500,,international 6-speed,,-,2180x765x1075,710,181,18,119,-,,-,,
诺马 小太子 650,19999,Noma,Cruising Crown Prince,Domestic,Jiangsu Guowei Motorcycle Co.,inline dual cylinder four stroke water-cooled  250cc,29.9,22/9000,,international 6-speed,standard,-,2250x970x1170,750,190,20,110,-,,-,,
诺马 加州1号,39800,Noma,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  650cc,53.0,39/6750,,international 6-speed,standard,standard,2380x860x1070,670,,28,,-,,-,,"cement gray, black"
卡吉瓦 KJW700,48800,Noma,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  650cc,53.0,39/6750,,international 6-speed,standard,-,2580x900x1300,750,300,22,180,5,,280,,
卡吉瓦 星途150,Currently no quotation available,Kajiwa,", sports car,",,Wisebo Power Technology (Zhejiang) Co.,inline dual cylinder four stroke water-cooled  700cc,74.8,55/,,-,,-,2090x804x1147,,182,0,180,-,,-,,
卡吉瓦 领途150,10980,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/8500,,CVT continuously variable transmission automatic transmission,standard,-,1980x790x1365,770,143,13.5,120,-,,-,,"Dark Night Black, Deep Sea Blue, Alpine Grey"
卡吉瓦 浪漫时光,12380,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/8500,,CVT continuously variable transmission automatic transmission,standard,-,1980x790x1365,770,135,13.5,120,-,,-,,
卡吉瓦 周末疯250,13980,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/8500,,CVT continuously variable transmission automatic transmission,standard,-,1880x760x1160,760,143,8.6,120,-,,-,,"yellow overlay, flawless white"
卡吉瓦 周末疯150,14980,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  250cc,24.5,18/,,CVT continuously variable transmission automatic transmission,standard,-,1965x760x1260,,150,0,,-,,-,,
卡吉瓦 KJW150T-B,15998,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/8500,,CVT continuously variable transmission automatic transmission,standard,without,1965x755x1240,780,150,13.5,120,2.53,,-,of,
卡吉瓦 坦途,Currently no quotation available,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,,,,CVT continuously variable transmission automatic transmission,standard,-,1970x745x1140,,128,0,120,-,,-,,
卡吉瓦 KJW150T-J,Currently no quotation available,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/,,CVT continuously variable transmission automatic transmission,standard,-,2021x782x1339,,143,0,120,-,,-,,
卡吉瓦 KJW250T-B,Currently no quotation available,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,single cylinder four stroke water-cooled  150cc,16.5,12.1/,,CVT continuously variable transmission automatic transmission,standard,-,1899x760x1110,,133,0,120,-,,-,,
摩枭 500RR,Currently no quotation available,Kajiwa,pedal,,Wisebo Power Technology (Zhejiang) Co.,four stroke water-cooled  250cc,24.5,18/,,CVT continuously variable transmission automatic transmission,standard,-,2010x810x1325,,150,0,120,-,,-,,
摩枭 650RR,34800,Mo,", sports car,",,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,without,2006x730x1150,790,196,17,165,4,,-,,
摩枭 英伦玛莎150TCS,37900,Mo,", sports car,",,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  650cc,70.7,52/8500,,international 6-speed,standard,without,2090x730x1130,790,196,18,180,3,,-,,
摩枭 英伦玛莎 Lemon 150,13299,Mo,pedal,,Taizhou Senlong Motorcycle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2000x680x1170,755,135,12,110,2.5,,480,,Gulf Blue
摩枭 英伦玛莎 Divine 150,13980,Mo,pedal,,Taizhou Senlong Motorcycle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2000x680x1170,755,135,12,110,2.5,,480,,"Bay Blue, Matte Green, Tiffany Blue, Aviation Green, Matte Brown, Pearl White"
摩枭 极狐150,14580,Mo,pedal,,Taizhou Senlong Motorcycle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2000x680x1170,755,135,12,110,2.5,,480,,"Pearl White, Matte Green, Tiffany Blue, Aviation Green, Matte Brown, Milk White, British Blue, British Green, White"
摩枭 500R,15980,Mo,pedal,,Taizhou Senlong Motorcycle Manufacturing Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2230x760x1345,720,160,13,110,2.2,,-,,"matte black, polar white, graphite gray, sea god blue, New York gold"
摩枭 400MT,34900,Mo,", street car,",,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,44.9,33/,,-,standard,without,2090x810x1140,,198,0,120,-,,-,,
摩枭 500MG,19800,Mo,tension,,,inline dual cylinder four stroke water-cooled  400cc,,,,international 6-speed,,-,,,,0,,-,,-,,
摩枭 500MS,35800,Mo,Cruising Crown Prince,Domestic,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,without,2285x810x1090,700,,17,165,3.84,,-,,
摩枭 650LS,34800,Mo,Cruising Crown Prince,Domestic,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,-,2360x860x1090,700,,17,165,3.8,,-,,"matte black, red"
摩枭 MX500-7D,41900,Mo,Cruising Crown Prince,Domestic,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  650cc,70.7,52/8500,,international 6-speed,standard,no,2320x860x1170,690,246,32,170,5,,640,,
AKMOTOR AK11,Currently no quotation available,Mo,tension,,Taizhou Senlong Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,44.9,33/,,international 6-speed,standard,without,2220x1000x1400,,219,0,,-,,-,,
,10880,AKMOTOR,MINI,Domestic,Chongqing Aerospace Bashan Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,10.2,7.5/8000,,cycle 4-speed,standard,-,1755x790x1025,750,92,4.5,99,2.12,,-,,
