Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
三阳 GR125,9980,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.84,6.5/7500,,-,-,-,1805x680x1100,770,104,5.5,85,-,,-,,
三阳 悍将Ⅲ代,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.7,5.66/7500,,,-,-,1825x695x1090,765,107,5.5,85,-,,-,,
三阳 Taking 110i,7980,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  110cc,7.5,5.5/7500,,CVT continuously variable transmission automatic transmission,-,-,1764x685x1044,,93,5.2,86,-,,-,,
三阳 ORBIT Ⅱ50 Naked,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder single stroke air-cooled  49cc,,,,-,-,-,1905x690x1125,740,110,5.2,,-,,-,,
三阳 TONIK(出口版),Currently no quotation available,Sanyang,pedal,domestic,,-,,,,-,-,-,,,,0,,-,,-,,
三阳 FNX 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,standard,-,1890x700x1110,,115,6,,1.6,,-,,
三阳 Allo 125 Classic,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder single stroke air-cooled  124cc,,,,-,-,-,1940x870x1140,,,5.2,,-,,-,,
三阳 Allo 150 Classic,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder single stroke air-cooled  149cc,,,,-,-,-,1940x870x1140,,,5.2,,-,,-,,
三阳 Citicom 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder water-cooled  124cc,,,,-,-,-,2210x785x1445,800,,10,,-,,-,,
三阳 ComBiz 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1920x680x1080,750,118,5.5,,-,,-,,
三阳 e-Virid,Currently no quotation available,Sanyang,pedal,domestic,,,,,,,-,-,1725x625x1060,,,,,,,-,,
三阳 Fiddle II 50,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  50cc,,,,-,-,-,1870x695x1150,,96,5.2,,-,,-,,
三阳 Fiddle II 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  125cc,,,,-,-,-,1870x695x1150,775,109,5,,-,,-,,
三阳 Fiddle II 150,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  150cc,,,,-,-,-,1870x695x1150,,109,5.2,,-,,-,,
三阳 CBS 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,2070x760x1240,790,145,7.8,,-,,-,,
三阳 CBS 200,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder water-cooled  171cc,,,,-,-,-,2070x760x1240,787,145,7.8,,-,,-,,
三阳 Jet4 50,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  49cc,,,,-,-,-,1900x655x1040,775,109,5.2,,-,,-,,
三阳 Jet4 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1900x655x1040,775,109,5.2,,-,,-,,
三阳 Jet V 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1820x680x1090,760,108,5.5,,-,,-,,
三阳 JoyRide 125 evo,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,2100x760x1390,760,156,7.6,,-,,-,,
三阳 Mio 100,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  101cc,,,,-,-,-,1720x720x1090,720,89,4.8,,-,,-,,
三阳 Symphony S 50,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  49cc,,,,-,-,-,2000x690x1125,,,5.5,,-,,-,,
三阳 Symphony S 150,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  151cc,,,,-,-,-,2000x690x1125,,116,5.5,,-,,-,,
三阳 Symply 50,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  49cc,,,,-,-,-,1905x690x1125,,100,0,,-,,-,,
三阳 Symply II 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1905x690x1125,,100,5.2,,-,,-,,
三阳 Tonik 50,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  49cc,,,,-,-,-,1735x710x1040,,,5.8,,-,,-,,
三阳 Tonik 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  111cc,,,,-,-,-,1735x710x1040,760,,5.8,,-,,-,,
三阳 VS 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1935x680x1130,780,132,5.5,,-,,-,,
三阳 VS 150,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  149cc,,,,-,-,-,1935x680x1130,780,132,5.5,,-,,-,,
三阳 X'Pro 125,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  124cc,,,,-,-,-,1910x780x1125,,123,9,,-,,-,,
三阳 Z1 attila,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,None,xx(mm),1810,,110,0,,-,,-,,
三阳 Z1,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,None,xx(mm),1800,,115,0,,-,,-,,
三阳 KRNBT,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,-,standard,xx(mm),1855x755x1090,,,5.5,,-,,-,,
三阳 Joymax F 300,23800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  300cc,25.8,19/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2215x765x1397,770,185.6,11.5,125,-,,-,,"water-cooled gray, matte black, submarine gray, mineral white"
三阳 Joymax Z 300,26800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  300cc,25.8,19/8000,,CVT continuously variable transmission automatic transmission,standard,-,2210x775x1400,747,191,12,127,-,,-,,"Shiny White, Matte Black, Submarine Grey, Space Grey, Cement Grey"
三阳 Husky ADV 300,27800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  300cc,25.8,19/8000,,CVT continuously variable transmission automatic transmission,standard,-,2185x810x1325,,200,16,127,-,,-,,
三阳 巡弋 Cruisym300,44800,Sanyang,pedal,domestic,Taiwan,single cylinder four stroke water-cooled  300cc,27.3,20.1/7750,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2189x756x1400,760,194,12,129,-,,-,,"Matte Black, Matte Blue, Cement Grey, Submarine Grey, White"
三阳 RV250,49558,Sanyang,pedal,domestic,,single cylinder four stroke water-cooled  249cc,30.32,22.3/8000,,CVT continuously variable transmission,none,-,2165x870x1395,755,,12,,-,,-,,
三阳 MaxSym 400,54800,Sanyang,pedal,domestic,Taiwan,single cylinder four stroke water-cooled  400cc,34.0,25/6750,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2232x820x1400,800,215,13,139,-,,-,,"Bright Brown, Cement Grey, Matte Iron Grey, Matte Blue, White"
三阳 Maxsym TL,82800,Sanyang,pedal,domestic,Taiwan,inline dual cylinder four stroke water-cooled  508cc,45.5,33.5/6750,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2215x801x1442,795,227,12.5,139,-,,-,,
三阳 Citicom 300i,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder water-cooled  300cc,,,,-,-,-,2210x785x1445,800,182,10,,-,,-,,
三阳 JoyRide 200i evo,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder air-cooled  171cc,,,,-,-,-,2100x760x1390,760,156,7.6,,-,,-,,
三阳 MaxSym 600i,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder water-cooled  565cc,,,,-,-,-,2270x825x1410,755,234,14.2,,-,,-,,
三阳 ADXTG,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke water-cooled  400cc,,,,CVT continuously variable transmission automatic transmission,standard,-,2166x920x1460,,213,0,,-,,-,,"dark pupil gray, sharp tooth white"
三阳 中华方灯,5000,Sanyang,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.2,7.5/,,-,-,-,2030x750x1170,,122,0,90,-,,-,,
三阳 中华T1,12160,Sanyang,street car,domestic production,,single cylinder four stroke air-cooled  150cc,10.88,8/8500,,-,None,-,1955x760x1060,790,145,14,120,-,,-,,
三阳 T2,23200,Sanyang,street car,domestic production,,single cylinder four stroke water-cooled  250cc,25.02,18.4/7500,,6,None,-,2005,790,175,14,140,3.5,,-,,
三阳 XS 125-K,Currently no quotation available,Sanyang,street car,domestic production,,single cylinder four stroke air-cooled  124cc,,,,-,-,-,2040x750x1100,,130,14,,-,,-,,
三阳 NH-T,15980,Sanyang,tension,domestically produced,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  200cc,18.4,13.5/8500,,international 6-speed,standard,-,2068x860x1195,790,155,11,129,-,,-,,"red black and white, yellow black and white, black and white, blue white and black"
三阳 野狼125 II,5000,Sanyang,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.33,7.6/8500,,-,-,-,1985,,,0,,-,,-,,
三阳 野狼 300i,36800,Sanyang,Retro,Domestic,Taiwan,single cylinder four stroke water-cooled  300cc,27.2,20/8500,,international 6-speed,standard,-,2030x780x1090,790,169,12,130,-,,-,,"blue, gray, black, red"
三阳 Wolf SB 250Ni,Currently no quotation available,Sanyang,street car,domestic production,,single cylinder four stroke water-cooled  249cc,,,,-,-,-,2005x790x1050,790,173,14,,-,,-,,
三阳 Magic SR,6880,Sanyang,bending beam,domestic,,single cylinder four stroke air-cooled  125cc,7.1,5.2/4500,,-,-,-,1930x678x1143,,103,5,85,-,,-,,
三阳 Symba 100,Currently no quotation available,Sanyang,bending beam,domestic,,single cylinder air-cooled  101cc,,,,-,-,-,1910x690x1055,760,95,4.1,,-,,-,,
赛科龙 RC250,14988,Saikelong,sports car,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,29.2,21.5/9500,,international 6-speed,standard,-,2018x765x1125,780,150,13,129,-,,-,,"Fairy White, Warrior Black"
赛科龙 RC3-250,19600,Saikelong,street car,domestic production,,single cylinder four stroke water-cooled  250cc,25.2,18.5/9000,,international 6-speed,none,xx(mm),2000x715x1118,780,165,20,150,3.5,,-,,
赛科龙 RC401,24988,Saikelong,sports car,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  400cc,44.9,33/11000,,international 6-speed,standard,xx(mm),2010x760x1180,785,178,15,170,-,,-,,
赛科龙 RC680R,Currently no quotation available,Saikelong,sports car,domestic production,,inline four cylinder four stroke water-cooled  680cc,,,,-,-,-,,,,0,,-,,-,,
赛科龙 RC600,Currently no quotation available,Saikelong,sports car,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  560cc,59.1,43.5/,,international 6-speed,standard,-,2060x790x1150,,186,0,170,-,,-,,
赛科龙 RT150,12588,Saikelong,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  150cc,15.6,11.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1970x766x1230,755,144,9,99,-,,-,,"Swift White, Starry Blue, and Shadow Grey"
赛科龙 RT1,15580,Saikelong,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  150cc,15.6,11.5/8000,,CVT continuously variable transmission automatic transmission,standard,-,1926x766x1230,755,144,9,100,2.7,,-,,"Night Black+Crimson Red, Snow Mountain White, Night Black, Graphite Grey, Dreamy Deep Blue"
赛科龙 睿途 RT3,16888,Saikelong,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,23.1,17/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2165x767x1395,755,193,12,120,-,,-,,"Black Gold, Snow Mountain White, Tungsten Steel Matte Grey, Polar Matte Black"
赛科龙 RT2,18888,Saikelong,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,23.1,17/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2085x785x1280,750,183,12.6,120,-,,-,,"tungsten steel matte gray, mecha black, sport white"
赛科龙 RT3E 摩登,16988,Saikelong,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,24.5,18/7500,,CVT continuously variable transmission automatic transmission,standard,-,2050x770x1145,750,162,13,120,-,,-,,"Frost Snow Rice White, Willow catkins light green, Misty and elegant gray, Mountain Stream Blue, Rice Blue Dawn"
赛科龙 RA2,11988,Saikelong,Cruising Crown Prince,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke air-cooled  250cc,19.0,14/8000,,international 6-speed,standard,-,2061x835x1105,715,151,13,115,-,,450,,"retro white, tungsten steel matte gray, matte black"
赛科龙 RA250,14988,Saikelong,Cruising Crown Prince,Domestic,,single cylinder four stroke water-cooled  250cc,27.9,20.5/9000,,international 6-speed,standard,-,2159x800x1123,735,163,15,125,-,,-,,"Retro White, Jazz Matte Grey, Matte Black, Tungsten Matte Grey, Retro White (Head Cover)"
赛科龙 RA401,23988,Saikelong,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  400cc,44.9,33/9500,,international 6-speed,standard,-,2230x780x1140,735,185,17,150,-,,-,,"Gun Grey Silver, Hanjin Black, Retro White"
赛科龙 RA900,Currently no quotation available,Saikelong,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  900cc,95.2,70/8750,,international 6-speed,standard,xx(mm),2220x810x1100,740,215,22,220,-,,-,,
赛科龙 RA600,Currently no quotation available,Saikelong,Cruising Crown Prince,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  560cc,59.1,43.5/,,-,standard,-,2190x815x1115,,205,0,165,-,,-,,
赛科龙 AQS401,Currently no quotation available,Saikelong,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  400cc,,,,AMT 6-speed automatic,-,-,,,,0,,-,,-,,
赛科龙 RE250,18880,Saikelong,Retro,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,27.9,20.5/9000,,international 6-speed,standard,xx(mm),2020x800x1125,775,155,15,125,-,,500,,"Medal Silver, Knight Grey, Victoria White, Royal Blue"
赛科龙 RE3,29800,Saikelong,Retro,Domestic,,inline dual cylinder four stroke water-cooled  400cc,42.8,31.5/9500,,international 6-speed,standard,xx(mm),2065x810x1120,770,184,19,,-,,-,,"Knight Silver, Jazz Matte Grey, Swallowtail Grey, Thames Blue, Welsh Green"
赛科龙 RE600,29988,Saikelong,Retro,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  560cc,59.1,43.5/8500,,international 6-speed,standard,xx(mm),2025x800x1165,800,204,20,182,-,,450,,"headwind gray, retro white"
赛科龙 RE401,32800,Saikelong,Retro,Domestic,,inline dual cylinder four stroke water-cooled  400cc,44.9,33/9500,,international 6-speed,standard,xx(mm),2090x860x1080,770,186,19,140,-,,-,,"Earl Grey, Jazz Matte Grey, Thames Blue, Swallowtail Grey"
赛科龙 RE3 Scrambler,31980,Saikelong,Retro,Domestic,,inline dual cylinder four stroke water-cooled  400cc,42.8,31.5/9500,,international 6-speed,standard,xx(mm),2120x860x1160,800,200,19,140,-,,-,,"Fan Star Blue, Swallowtail Grey, Windsor Red"
赛科龙 RX1S,17980,Saikelong,tension,domestically produced,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,24.5,18/9000,,international 6-speed,standard,xx(mm),2094x870x1270,785,184,14,125,-,,-,,"Travel Orange, Sparkling Gold Black, Range Rover Blue"
赛科龙 RX3,,Saikelong,tension,domestically produced,,single cylinder four stroke water-cooled  250cc,27.2,20/9000,,international 6-speed,standard,-,2170x868x1360,800,200,15,120,-,,-,,"Ice Jade Blue, Morning Red"
赛科龙 RX401,26999,Saikelong,tension,domestically produced,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  400cc,44.9,33/9500,,international 6-speed,standard,xx(mm),2160x925x1395,815,,20.5,160,-,,500,,
赛科龙 RX3S,32800,Saikelong,tension,domestically produced,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  400cc,42.8,31.5/9500,,international 6-speed,standard,xx(mm),2220x970x1395,790,198,20,139,-,,400,,
赛科龙 RX600,31988,Saikelong,tension,domestically produced,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  560cc,59.1,43.5/8500,,international 6-speed,standard,-,2230x990x1399,790,230,19.5,165,-,,-,,"Tianshan white, Canyon black"
赛科龙 RX500,,Saikelong,tension,domestically produced,,single cylinder four stroke water-cooled  500cc,40.8,30/8000,,international 6-speed,standard,xx(mm),2100x880x1390,810,204,20,157,-,,-,,"Laser Blue, Pearl White, MANA850 Red, Bright Flash Grey, Argentine Orange Yellow"
赛科龙 RX650,39988,Saikelong,tension,domestically produced,,inline dual cylinder four stroke water-cooled+oil cooled  650cc,70.7,52/8500,,international 6-speed,standard,-,2195x820x1395,820,,21,180,-,,-,,"Danxia red, volcanic ash"
赛科龙 RX1,13980,Saikelong,tension,domestically produced,,single cylinder four stroke  200cc,15.0,11/7500,,international 5-speed,-,-,,780,,14,,-,,-,,
赛科龙 RX850,Currently no quotation available,Saikelong,tension,domestically produced,,inline dual cylinder four stroke water-cooled  850cc,97.9,72/8500,,international 6-speed,standard,xx(mm),2195x820x1390,820,245,21,205,-,,-,,
赛科龙 RG401,32800,Saikelong,,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  400cc,44.9,33/9500,,international 6-speed,standard,xx(mm),2100x830x1365,780,,21,155,3.5,,500,,"tungsten steel matte gray, Range Rover blue, Phantom black"
基,34800,Saikelong,,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  400cc,42.8,31.5/9500,,international 6-speed,standard,xx(mm),2110x830x1300,780,215,21,155,3.5,,500,,"Haze Blue, Ice Jade Blue, Deep Space Grey, Sub Black, Bright and Tender Green"
赛科龙 RG600,Currently no quotation available,Saikelong,,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,inline dual cylinder four stroke water-cooled  550cc,59.1,43.5/,,international 6-speed,standard,-,2112x965x1318,,234,0,170,-,,-,,
赛科龙 RZ3,18480,Saikelong,street car,domestic production,,single cylinder four stroke water-cooled  250cc,25.83,19/9000,,-,None,-,2000,785,165,20,135,-,,400,,
赛科龙 RZ3S,28980,Saikelong,street car,domestic production,,inline dual cylinder four stroke water-cooled  380cc,36.7,27/9000,,international 6-speed,standard,-,2000x825x1065,780,190,20,138,-,,-,,"Snow Mountain White, Morning Red"
升仕 150D,15800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,16.0,11.8/8000,,CVT continuously variable transmission automatic transmission,standard,-,2000x790x1280,750,157,12,113,2.1,,-,,
升仕 150M,15800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  150cc,16.0,11.8/8000,,CVT continuously variable transmission automatic transmission,standard,-,2000x790x1280,750,155,12,113,2.1,,-,,
升仕 310M,26800,upgrade,pedal,domestic,,single cylinder four stroke water-cooled  310cc,33.3,24.5/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2010x770x1350,760,168,12,145,3.2,,400,,
升仕 368D,28800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  370cc,38.7,28.5/7500,,CVT continuously variable transmission automatic transmission,standard,-,2025x790x1190,760,168,12,129,3.5,,-,,"Mech Grey, Matte Silver, Matte Black, Matte Booth Blue"
升仕 368E,30800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  370cc,38.7,28.5/7500,,CVT continuously variable transmission automatic transmission,standard,-,2200x795x1395,770,188,17,129,3.5,,-,,"Booth Blue, Matte Silver Blue, Pearl White, Matte Black"
升仕 368G,33800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  370cc,38.7,28.5/7500,,CVT continuously variable transmission automatic transmission,standard,-,2230x925x1290,770,198,17.5,129,3.5,,-,,"Mech Grey, Pearl White, Golden Stone Green"
升仕 350D,28800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,36.7,27/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2025x780x1305,760,189,12,129,3.5,,-,,
升仕 350K,,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,36.7,27/,,CVT continuously variable transmission automatic transmission,standard,-,2170x790x1395,,203,0,,-,,-,,
升仕 350E,30800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,36.7,27/7500,,CVT continuously variable transmission automatic transmission,standard,-,2195x795x1395,770,203,16,129,3.5,,-,,"Bright Silver, Matte Black, Porcelain Blue, Pearl White"
升仕 350M,28800,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,36.7,27/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2025x790x1305,760,187,12,,3.5,,-,,"Laser Yellow, Silver Blue, Matte Ancient Blue, Matte Black"
升仕 368K,,upgrade,pedal,domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  370cc,38.7,28.5/,,CVT continuously variable transmission automatic transmission,standard,-,2195x795x1395,,188,0,129,-,,-,,
升仕 250S,17800,upgrade,street car,domestic production,,single cylinder four stroke oil cooled  250cc,24.5,18/8000,,-,standard,-,1976x773x1052,780,154,13,145,3.5,,300,,
升仕 350R,22800,promotion,street car,domestic production,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2030x795x1120,795,185,15,,3.2,,-,,"dark gray bright blue, dark gray bright black, dark gray matte silver"
升仕 310R,24800,upgrade,street car,domestic production,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  310cc,35.4,26/9500,,international 6-speed,standard,xx(mm),2035x791x1116,795,155,15,155,3.2,,300,,"dark gray bright blue, dark gray bright yellow, dark gray bright purple, dark gray bright black"
升仕 250R,17800,upgrade,street car,domestic production,,single cylinder four stroke oil cooled  250cc,24.5,18/8000,,international 6-speed,standard,-,1976x773x1052,780,157,13,135,2.8,,-,,
升仕 350V,23800,upgrade,Cruising Crown Prince,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2080x860x1150,765,188,15,,3.2,,-,,
"Available colors: dark gray bright black, dark gray bright silver, rose gold",23800,upgrade,Cruising Crown Prince,Domestic,,single cylinder four stroke water-cooled+oil cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2080x860x1150,750,188,16,,3.2,,-,,"turquoise green, frosted black"
升仕 350VX,24800,upgrade,Cruising Crown Prince,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  350cc,39.4,29/9500,,international 6-speed,standard,-,2080x860x1315,765,198,15,129,3.2,,-,,"dark gray bright black, rose gold, dark gray bright silver"
升仕 310V,27800,promotion,Cruising Crown Prince,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  310cc,35.4,26/9500,,international 6-speed,standard,xx(mm),2104x816x1143,750,165,15,,3.1,,-,,"dark gray bright black, dark gray bright white, dark gray bright yellow"
升仕 310VX,28800,upgrade,Cruising Crown Prince,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  310cc,35.4,26/9500,,international 6-speed,standard,xx(mm),2104x845x1321,750,168,15,129,3.1,,-,,"dark gray wine red, pearl white, dark gray dark blue, dark gray bright black"
升仕 350T,22800,promotion,tension,domestically produced,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2085x850x1320,795,196,19,,3.2,,-,,"bright orange, bright black"
升仕 310T,26800,upgrade,tension,domestically produced,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  310cc,35.4,26/9500,,international 6-speed,standard,-,2093x830x1342,795,165,19,160,3.2,,-,,"Pearl White, Extra Black, Dark Grey Bright Blue, Dark Grey Bright Orange"
升仕 703F,45800,upgrade,tension,domestically produced,Guangdong Daye Motorcycle Technology Co.,inline three cylinder four stroke water-cooled+oil cooled  700cc,97.2,71.5/10000,,international 6-speed,standard,-,2355x940x1395,845,241,22,195,5,,-,,"Booth Blue, Pearl White, Mech Grey"
升仕 350X,23800,upgrade,,domestic production,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2055x795x1330,795,196,19,,3.2,,-,,"rose gold, glossy black, glossy silver"
升仕 310X,25800,promotion,,domestic production,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  310cc,35.4,26/9500,,international 6-speed,standard,xx(mm),2051x755x1326,795,159,19,160,3.2,,-,,"dark gray, extra black bright red, extra black, bright blue"
升仕 GK350,22800,promotion,Retro,Domestic,Guangdong Daye Motorcycle Technology Co.,single cylinder four stroke water-cooled+oil cooled  350cc,39.4,29/9500,,international 6-speed,standard,xx(mm),2070x845x1120,795,188,17,,3.2,,500,,"black gray, black red, black blue, black gold, silver orange"
九号 电摩E系,14999,No,pedal,domestic,China Manufacturer No.9 Technology Co.,,,,,,standard,-,1755x695x1125,745,,,100,,,110,,"Lucky Silver, Battle Black, Pearl White, Tranquil Pink, Pine Green"
九号 电摩N系,4099,No,pedal,domestic,,,,,,,none,xx(mm),1875x675x1080,720,94,,47,,,80,,
九号 Nz MIX,3799,No,pedal,domestic,,,0.5,0.4/,,,-,-,1745x710x1095,750,,,25,,,30,,"Combat Black, Lucky Silver, Pearl White, Desert Yellow, Aurora Green"
九号 电动F系,3899,No,pedal,domestic,,,0.5,0.4/,,,-,-,1705x660x1085,,,,,,,-,,"gray, white"
九号 Fz MIX,3999,No,pedal,domestic,,,0.5,0.4/,,,-,-,1750x660x1085,,,,25,,,30,,"gray, white"
九号 F2z,5999,No,pedal,domestic,,,0.5,0.4/,,,-,-,1700x675x1075,735,,,25,,,110,,"coffee white, diamond gray, starry black, moss green"
九号 远航家M,5299,No,pedal,domestic,China Manufacturer No.9 Technology Co.,,,,,,-,-,1895x660x1095,750,125,,47,,,66,,"Diamond Grey, Desert Yellow, English Green, Pearl White, Battle Black, Lucky Silver"
九号 Mz MIX,4599,No,pedal,domestic,,,0.5,0.4/,,,-,-,1760x720x1090,750,,,,,,-,,"Lucky Silver, Desert Yellow, Battle Black, Pearl White, Aurora Green"
